	ser 	          0.005591075
	par 	          3.002527346
	par 	          3.735055146
	par 	          3.735007764
	par 	          4.664060287
	par 	          4.663637682
	par 	          4.663522015
	par 	          4.662215423
	par 	          4.662022496
	par 	          4.661966814
	par 	          4.661516692
	par 	          4.660750864
	par 	          4.659819395
	par 	          4.659761593
	par 	          4.658962371
	par 	          4.658945692
	par 	          4.658704848
	par 	          4.658676777
	par 	          4.658652233
	par 	          4.656983671
	par 	          4.656035812
	par 	          4.655809872
	par 	          4.655770960
	par 	          4.655081760
	par 	          4.655071159
	par 	          4.654956261
	par 	          4.653868489
	par 	          4.653833954
	par 	          4.653549389
	par 	          4.652668874
	par 	          4.651104988
	par 	          4.651040925
	par 	          4.651005705
	total 	          4.670652934
