	ser 	          0.006276383
	par 	         46.877311810
	par 	         46.877316396
	par 	         53.512493670
	par 	         53.512505768
	par 	         53.512510702
	par 	         53.512485328
	par 	         53.512474999
	par 	         53.512306501
	par 	         53.512263263
	par 	         53.512203756
	par 	         53.512179113
	par 	         53.512137998
	par 	         53.512120900
	par 	         53.512098541
	par 	         53.512069560
	par 	         53.512046003
	par 	         53.512029176
	par 	         53.511997691
	par 	         53.511985823
	par 	         53.511962751
	par 	         53.511945941
	par 	         53.511910061
	par 	         53.511455438
	par 	         53.511396181
	par 	         53.511371293
	par 	         53.511344014
	par 	         53.511261159
	par 	         53.511218059
	par 	         53.555381839
	par 	         53.555384607
	par 	         53.555327975
	par 	         53.555301673
	total 	         53.563828695
