	ser 	          0.006384452
	par 	         13.457905147
	par 	         13.897591095
	par 	         14.332749294
	par 	         18.513159052
	par 	         18.512886935
	par 	         18.512410507
	par 	         18.512117250
	par 	         18.511913959
	par 	         18.511860858
	par 	         18.511858199
	par 	         18.511727568
	par 	         18.510935766
	par 	         18.510306573
	par 	         18.510299315
	par 	         18.508720182
	par 	         18.508686509
	total 	         18.520174573
